sequence_id	protein_id	start	end	strand	average_p	max_p
BA000007.3	BA000007.3_4096	4185683	4186504	-	0.00040546222466189525	0.00040546222466189525
BA000007.3	BA000007.3_4097	4186522	4186824	-	0.015808896738932404	0.015808896738932404
BA000007.3	BA000007.3_4098	4186821	4187426	-	0.00009368762110389466	0.00009368762110389466
BA000007.3	BA000007.3_4099	4187437	4188066	-	0.000050700093416165156	0.000050700093416165156
BA000007.3	BA000007.3_4100	4188099	4188410	-	2.5922957024658537e-6	2.5922957024658537e-6
BA000007.3	BA000007.3_4101	4188789	4189256	+	0.000011551731719600999	0.000011551731719600999
BA000007.3	BA000007.3_4102	4189253	4189729	-	0.000015245909230571588	0.000015245909230571588
BA000007.3	BA000007.3_4103	4189802	4189996	-	0.013226594641687631	0.013226594641687631
BA000007.3	BA000007.3_4104	4190179	4191363	-	0.025822536142321263	0.025822536142321263
BA000007.3	BA000007.3_4105	4191434	4193548	-	0.017685058110633308	0.017685058110633308
BA000007.3	BA000007.3_4106	4193645	4194115	-	0.020379831549294743	0.020379831549294743
BA000007.3	BA000007.3_4107	4194212	4194586	-	0.00405066486901589	0.00405066486901589
BA000007.3	BA000007.3_4108	4194712	4194999	-	0.00874340043665348	0.00874340043665348
BA000007.3	BA000007.3_4109	4195007	4195366	-	0.0011292048341348805	0.0011292048341348805
BA000007.3	BA000007.3_4110	4195366	4195752	-	0.006689697588688999	0.006689697588688999
BA000007.3	BA000007.3_4111	4195752	4196474	-	0.07478781582467979	0.07478781582467979
BA000007.3	BA000007.3_4112	4196641	4197453	-	0.0773461450016134	0.0773461450016134
BA000007.3	BA000007.3_4113	4197674	4197892	+	0.06868108158204327	0.06868108158204327
BA000007.3	BA000007.3_4114	4197941	4198531	-	0.06934453230174084	0.06934453230174084
BA000007.3	BA000007.3_4115	4198626	4198826	-	0.07738224802108574	0.07738224802108574
BA000007.3	BA000007.3_4116	4198863	4200641	-	0.08627856366989207	0.08627856366989207
BA000007.3	BA000007.3_4117	4200641	4201192	-	0.0983573164664323	0.0983573164664323
BA000007.3	BA000007.3_4118	4201323	4203236	+	0.011987752470642103	0.011987752470642103
BA000007.3	BA000007.3_4119	4203236	4204258	+	0.006163932261304141	0.006163932261304141
BA000007.3	BA000007.3_4120	4204252	4204470	+	0.010634868188553581	0.010634868188553581
BA000007.3	BA000007.3_4121	4204524	4205393	+	0.00007275974730126747	0.00007275974730126747
BA000007.3	BA000007.3_4122	4205448	4205852	-	0.0012260509791494607	0.0012260509791494607
BA000007.3	BA000007.3_4123	4206154	4206786	+	0.0045741397520607085	0.0045741397520607085
BA000007.3	BA000007.3_4124	4206837	4208927	+	0.022368305428716432	0.022368305428716432
BA000007.3	BA000007.3_4125	4208994	4210214	-	0.01980428113846834	0.01980428113846834
BA000007.3	BA000007.3_4126	4210300	4210863	-	0.022862101984961844	0.022862101984961844
BA000007.3	BA000007.3_4127	4210895	4211497	-	0.0018459007507585098	0.0018459007507585098
BA000007.3	BA000007.3_4128	4211487	4211654	-	0.0067708587133899125	0.0067708587133899125
BA000007.3	BA000007.3_4129	4211759	4212331	-	0.00014106643877627862	0.00014106643877627862
BA000007.3	BA000007.3_4130	4212602	4213783	+	0.0058199117790865675	0.0058199117790865675
BA000007.3	BA000007.3_4131	4214045	4216588	+	0.00011296394832709737	0.00011296394832709737
BA000007.3	BA000007.3_4132	4216585	4216911	+	0.005272038286642998	0.005272038286642998
BA000007.3	BA000007.3_4133	4217037	4217843	+	0.00018336316662051727	0.00018336316662051727
BA000007.3	BA000007.3_4134	4217862	4219235	+	0.013297221254674666	0.013297221254674666
BA000007.3	BA000007.3_4135	4219490	4219657	+	0.016082814028414494	0.016082814028414494
BA000007.3	BA000007.3_4136	4219953	4221290	+	0.012258968654062976	0.012258968654062976
BA000007.3	BA000007.3_4137	4221311	4222333	+	0.014045385293448653	0.014045385293448653
BA000007.3	BA000007.3_4138	4222384	4223211	+	0.014246755367251928	0.014246755367251928
BA000007.3	BA000007.3_4139	4223211	4223543	+	0.020024201555291016	0.020024201555291016
BA000007.3	BA000007.3_4140	4223562	4223996	+	0.021710901469114665	0.021710901469114665
BA000007.3	BA000007.3_4141	4224096	4224827	+	0.011325812334145993	0.011325812334145993
BA000007.3	BA000007.3_4142	4224958	4225962	-	0.01694276741123766	0.01694276741123766
BA000007.3	BA000007.3_4143	4225955	4226713	-	0.02079693697210803	0.02079693697210803
BA000007.3	BA000007.3_4144	4226706	4227383	-	0.005585159636982659	0.005585159636982659
BA000007.3	BA000007.3_4145	4227401	4228237	-	7.142542411776288e-6	7.142542411776288e-6
BA000007.3	BA000007.3_4146	4228344	4229630	-	0.0038098514213771124	0.0038098514213771124
BA000007.3	BA000007.3_4147	4229722	4230810	-	0.024363514256439792	0.024363514256439792
BA000007.3	BA000007.3_4148	4230867	4231388	-	0.0013080369084880056	0.0013080369084880056
BA000007.3	BA000007.3_4149	4231789	4232997	-	2.545294199994577e-6	2.545294199994577e-6
BA000007.3	BA000007.3_4150	4232939	4233343	-	0.018151835947805225	0.018151835947805225
BA000007.3	BA000007.3_4151	4233333	4233773	-	0.014566866449602001	0.014566866449602001
BA000007.3	BA000007.3_4152	4233757	4234296	-	0.013802437190057009	0.013802437190057009
BA000007.3	BA000007.3_4153	4234280	4235074	-	0.017478082844277657	0.017478082844277657
BA000007.3	BA000007.3_4154	4235194	4237746	+	0.001645078575451971	0.001645078575451971
BA000007.3	BA000007.3_4155	4237911	4238471	-	0.010067684039385703	0.010067684039385703
BA000007.3	BA000007.3_4156	4238791	4240926	+	0.010978326115532535	0.010978326115532535
BA000007.3	BA000007.3_4157	4240991	4241659	+	0.013579933092928818	0.013579933092928818
BA000007.3	BA000007.3_4158	4241670	4242071	+	0.00478684106933927	0.00478684106933927
BA000007.3	BA000007.3_4159	4242096	4242974	+	0.00017039880971908875	0.00017039880971908875
BA000007.3	BA000007.3_4160	4243037	4244761	-	0.005298359122611936	0.005298359122611936
BA000007.3	BA000007.3_4161	4245140	4246762	+	0.00022107903446901952	0.00022107903446901952
BA000007.3	BA000007.3_4162	4246838	4248190	-	0.004871035960969891	0.004871035960969891
BA000007.3	BA000007.3_4163	4248187	4248906	-	0.006632759039742641	0.006632759039742641
BA000007.3	BA000007.3_4164	4249134	4249610	+	0.004389485387703363	0.004389485387703363
BA000007.3	BA000007.3_4165	4249707	4252028	+	5.3279957884356596e-6	5.3279957884356596e-6
BA000007.3	BA000007.3_4166	4252466	4252693	+	0.00002502967000228254	0.00002502967000228254
BA000007.3	BA000007.3_4167	4252710	4255031	+	0.00006997173871887617	0.00006997173871887617
BA000007.3	BA000007.3_4168	4255031	4255267	+	0.00329297200449858	0.00329297200449858
BA000007.3	BA000007.3_4169	4255470	4256348	+	0.008053450521647385	0.008053450521647385
BA000007.3	BA000007.3_4170	4256375	4257145	-	0.006173073221202778	0.006173073221202778
BA000007.3	BA000007.3_4171	4257183	4257866	+	0.0015540483366077273	0.0015540483366077273
BA000007.3	BA000007.3_4172	4257925	4258500	+	9.941226931204781e-6	9.941226931204781e-6
BA000007.3	BA000007.3_4173	4258861	4260177	+	0.006919664083407066	0.006919664083407066
BA000007.3	BA000007.3_4174	4260222	4262306	-	0.008371185558591223	0.008371185558591223
BA000007.3	BA000007.3_4175	4262316	4264709	-	0.00008249295906687706	0.00008249295906687706
BA000007.3	BA000007.3_4176	4265321	4268026	+	0.05352102323873686	0.05352102323873686
BA000007.3	BA000007.3_4177	4268093	4268371	+	0.04200982975046232	0.04200982975046232
BA000007.3	BA000007.3_4178	4268362	4268847	+	0.031579980277953716	0.031579980277953716
BA000007.3	BA000007.3_4179	4268897	4269925	-	0.022567770091159425	0.022567770091159425
BA000007.3	BA000007.3_4180	4269929	4271155	-	0.025343210556685175	0.025343210556685175
BA000007.3	BA000007.3_4181	4271343	4272941	+	0.019768079841169524	0.019768079841169524
BA000007.3	BA000007.3_4182	4272923	4273681	-	0.0037122154452675507	0.0037122154452675507
BA000007.3	BA000007.3_4183	4273698	4274528	-	0.0001965948011475884	0.0001965948011475884
BA000007.3	BA000007.3_4184	4274573	4274899	-	0.005079836321657092	0.005079836321657092
BA000007.3	BA000007.3_4185	4275089	4276594	+	0.008100833375510942	0.008100833375510942
BA000007.3	BA000007.3_4186	4276809	4277411	-	0.015212765807263523	0.015212765807263523
BA000007.3	BA000007.3_4187	4277411	4278403	-	0.013435320984780985	0.013435320984780985
BA000007.3	BA000007.3_4188	4278429	4279937	-	0.018962993063799383	0.018962993063799383
BA000007.3	BA000007.3_4189	4280062	4282509	-	0.00004548618899290398	0.00004548618899290398
BA000007.3	BA000007.3_4190	4282528	4283961	-	0.01395871273693379	0.01395871273693379
BA000007.3	BA000007.3_4191	4283961	4285256	-	0.016381025218954855	0.016381025218954855
BA000007.3	BA000007.3_4192	4285274	4287247	-	0.002833891163335826	0.002833891163335826
BA000007.3	BA000007.3_4193	4287244	4289430	-	0.0010846048308141008	0.0010846048308141008
BA000007.3	BA000007.3_4194	4289703	4290806	-	0.0016308771496894353	0.0016308771496894353
BA000007.3	BA000007.3_4195	4290998	4291591	+	0.00010945718599179695	0.00010945718599179695
BA000007.3	BA000007.3_4196	4291637	4292932	-	0.0365472038473239	0.0365472038473239
BA000007.3	BA000007.3_4197	4292991	4293965	-	0.027122381758348905	0.027122381758348905
BA000007.3	BA000007.3_4198	4293969	4294358	-	0.03469441420464205	0.03469441420464205
BA000007.3	BA000007.3_4199	4294355	4294963	-	0.004367935887864937	0.004367935887864937
BA000007.3	BA000007.3_4200	4295103	4296443	-	0.006409428897815263	0.006409428897815263
BA000007.3	BA000007.3_4201	4296447	4296974	-	0.0013812049330165623	0.0013812049330165623
BA000007.3	BA000007.3_4202	4297113	4298108	-	0.0028617511542691934	0.0028617511542691934
BA000007.3	BA000007.3_4203	4298332	4299027	-	0.0024902463494812822	0.0024902463494812822
BA000007.3	BA000007.3_4204	4299150	4300187	-	0.0054372856099651895	0.0054372856099651895
BA000007.3	BA000007.3_4205	4300521	4301009	+	0.0004875276837132276	0.0004875276837132276
BA000007.3	BA000007.3_4206	4301220	4302131	+	0.019038415976541115	0.019038415976541115
BA000007.3	BA000007.3_4207	4302080	4302496	-	0.01555549145760713	0.01555549145760713
BA000007.3	BA000007.3_4208	4302865	4304610	-	0.013957485819127367	0.013957485819127367
BA000007.3	BA000007.3_4209	4304730	4305170	+	0.01761709284532704	0.01761709284532704
BA000007.3	BA000007.3_4210	4305157	4305900	-	0.008808791506583948	0.008808791506583948
BA000007.3	BA000007.3_4211	4305897	4306967	-	0.0012731476630698758	0.0012731476630698758
BA000007.3	BA000007.3_4212	4306969	4307814	-	0.005155060289318404	0.005155060289318404
BA000007.3	BA000007.3_4213	4307811	4308698	-	0.0055147931799498316	0.0055147931799498316
BA000007.3	BA000007.3_4214	4308796	4310112	-	0.006293466916176746	0.006293466916176746
BA000007.3	BA000007.3_4215	4310472	4311218	-	0.005067831389619548	0.005067831389619548
BA000007.3	BA000007.3_4216	4311337	4312050	-	0.009583407225711622	0.009583407225711622
BA000007.3	BA000007.3_4217	4312052	4312819	-	9.453337216789925e-6	9.453337216789925e-6
BA000007.3	BA000007.3_4218	4312816	4314093	-	0.0025671961327288547	0.0025671961327288547
BA000007.3	BA000007.3_4219	4314090	4315016	-	0.004266664625179133	0.004266664625179133
BA000007.3	BA000007.3_4220	4315064	4316173	-	0.010794833750903298	0.010794833750903298
BA000007.3	BA000007.3_4221	4316597	4316980	+	0.17419707358130745	0.17419707358130745
BA000007.3	BA000007.3_4222	4316977	4317504	-	0.06840433816813304	0.06840433816813304
BA000007.3	BA000007.3_4223	4317511	4317777	-	0.04544805417585055	0.04544805417585055
BA000007.3	BA000007.3_4224	4317927	4319030	-	0.0026804944388702217	0.0026804944388702217
BA000007.3	BA000007.3_4225	4319301	4320155	-	0.0021070488709991025	0.0021070488709991025
BA000007.3	BA000007.3_4226	4320400	4321458	-	7.533897092039652e-6	7.533897092039652e-6
BA000007.3	BA000007.3_4227	4321451	4322119	-	0.005087415717341042	0.005087415717341042
BA000007.3	BA000007.3_4228	4322122	4323618	-	3.5281101671410927e-6	3.5281101671410927e-6
BA000007.3	BA000007.3_4229	4323768	4324364	+	0.0061190187864563934	0.0061190187864563934
BA000007.3	BA000007.3_4230	4324354	4324623	+	0.013858560998778148	0.013858560998778148
BA000007.3	BA000007.3_4231	4324626	4324985	-	0.011121429523593867	0.011121429523593867
BA000007.3	BA000007.3_4232	4325126	4325752	+	0.015075065330023866	0.015075065330023866
BA000007.3	BA000007.3_4233	4325826	4328024	+	0.0004500402380454157	0.0004500402380454157
BA000007.3	BA000007.3_4234	4328126	4328371	-	0.00009408618846615109	0.00009408618846615109
BA000007.3	BA000007.3_4235	4328592	4329257	+	0.014545794425376192	0.014545794425376192
BA000007.3	BA000007.3_4236	4329330	4329887	+	0.712648421314731	0.712648421314731
BA000007.3	BA000007.3_4237	4329891	4331141	-	0.735375855862628	0.735375855862628
BA000007.3	BA000007.3_4238	4331240	4332289	+	0.7376552317319474	0.7376552317319474
BA000007.3	BA000007.3_4239	4332681	4333058	+	0.9934809661148095	0.9934809661148095
BA000007.3	BA000007.3_4240	4333127	4334185	+	0.999218840573038	0.999218840573038
BA000007.3	BA000007.3_4241	4334226	4334948	+	0.9998464457518416	0.9998464457518416
BA000007.3	BA000007.3_4242	4334927	4335766	+	0.9998224328332088	0.9998224328332088
BA000007.3	BA000007.3_4243	4335741	4335998	+	0.9998715965598868	0.9998715965598868
BA000007.3	BA000007.3_4244	4336010	4336261	+	0.9997710685258715	0.9997710685258715
BA000007.3	BA000007.3_4245	4336266	4336847	+	0.9992380896172712	0.9992380896172712
BA000007.3	BA000007.3_4246	4336844	4338205	+	0.9988204933786499	0.9988204933786499
BA000007.3	BA000007.3_4247	4338192	4338545	+	0.9976594979648064	0.9976594979648064
BA000007.3	BA000007.3_4248	4338536	4340212	+	0.9973288359852517	0.9973288359852517
BA000007.3	BA000007.3_4249	4340216	4340638	+	0.9972646033803683	0.9972646033803683
BA000007.3	BA000007.3_4250	4340635	4341240	+	0.999038116824009	0.999038116824009
BA000007.3	BA000007.3_4251	4341209	4343527	+	0.9994537764673358	0.9994537764673358
BA000007.3	BA000007.3_4252	4343524	4344108	+	0.9999894206133421	0.9999894206133421
BA000007.3	BA000007.3_4253	4344110	4345279	+	0.9995374894412983	0.9995374894412983
BA000007.3	BA000007.3_4254	4345276	4345740	+	0.998354127878857	0.998354127878857
BA000007.3	BA000007.3_4255	4345740	4346471	+	0.9979802387510227	0.9979802387510227
BA000007.3	BA000007.3_4256	4346468	4347697	+	0.9978386448760562	0.9978386448760562
BA000007.3	BA000007.3_4257	4347699	4348286	+	0.9970942586629284	0.9970942586629284
BA000007.3	BA000007.3_4258	4348397	4349971	+	0.9803840395853857	0.9803840395853857
BA000007.3	BA000007.3_4259	4349971	4350915	+	0.9680026778067901	0.9680026778067901
BA000007.3	BA000007.3_4260	4350912	4351745	+	0.9235834531230588	0.9235834531230588
BA000007.3	BA000007.3_4261	4351745	4352509	+	0.910746352550248	0.910746352550248
BA000007.3	BA000007.3_4262	4352506	4353312	+	0.8969131665548931	0.8969131665548931
BA000007.3	BA000007.3_4263	4353318	4353719	+	0.08502102843423587	0.08502102843423587
BA000007.3	BA000007.3_4264	4353918	4354664	+	0.03818023405471534	0.03818023405471534
BA000007.3	BA000007.3_4265	4354689	4355162	+	0.00016001978939904227	0.00016001978939904227
BA000007.3	BA000007.3_4266	4355159	4355440	+	0.000021839451565946774	0.000021839451565946774
BA000007.3	BA000007.3_4267	4355517	4356875	+	0.008023012604271951	0.008023012604271951
BA000007.3	BA000007.3_4268	4356868	4358376	+	0.0032586772367695247	0.0032586772367695247
BA000007.3	BA000007.3_4269	4358366	4358635	+	0.019466862017632137	0.019466862017632137
BA000007.3	BA000007.3_4270	4358667	4359527	+	0.017085018241053327	0.017085018241053327
BA000007.3	BA000007.3_4271	4359577	4359936	-	0.028461697187755108	0.028461697187755108
BA000007.3	BA000007.3_4272	4359933	4360208	-	0.026051780085637202	0.026051780085637202
BA000007.3	BA000007.3_4273	4360281	4361405	-	0.02769618739785706	0.02769618739785706
BA000007.3	BA000007.3_4274	4361405	4364140	-	0.015628855721742104	0.015628855721742104
BA000007.3	BA000007.3_4275	4364137	4365204	-	0.018883867488657117	0.018883867488657117
BA000007.3	BA000007.3_4276	4365570	4367192	-	0.02203602944224762	0.02203602944224762
BA000007.3	BA000007.3_4277	4367454	4369064	-	0.024865701403796885	0.024865701403796885
BA000007.3	BA000007.3_4278	4369448	4370500	+	0.027407340374576105	0.027407340374576105
BA000007.3	BA000007.3_4279	4370818	4372020	-	0.012536574486808758	0.012536574486808758
BA000007.3	BA000007.3_4280	4372252	4373751	+	8.352456524203739e-6	8.352456524203739e-6
BA000007.3	BA000007.3_4281	4373822	4374157	-	0.012603568376702432	0.012603568376702432
BA000007.3	BA000007.3_4282	4374548	4374982	+	0.008375720049033336	0.008375720049033336
BA000007.3	BA000007.3_4283	4375299	4376768	+	0.012115239870049524	0.012115239870049524
BA000007.3	BA000007.3_4284	4376817	4377569	-	0.014713369081628824	0.014713369081628824
BA000007.3	BA000007.3_4285	4377577	4379619	-	0.0029712459335627145	0.0029712459335627145
BA000007.3	BA000007.3_4286	4379822	4380664	+	0.00777772705423329	0.00777772705423329
BA000007.3	BA000007.3_4287	4380736	4382088	+	5.533957415583418e-7	5.533957415583418e-7
BA000007.3	BA000007.3_4288	4382253	4382426	+	0.007934286278719975	0.007934286278719975
BA000007.3	BA000007.3_4289	4382969	4383322	+	0.0035116089638245786	0.0035116089638245786
BA000007.3	BA000007.3_4290	4383376	4384665	+	0.005864053786260447	0.005864053786260447
BA000007.3	BA000007.3_4291	4384678	4385103	+	0.00038231602092393793	0.00038231602092393793
BA000007.3	BA000007.3_4292	4385730	4386845	+	0.0909821266404325	0.0909821266404325
BA000007.3	BA000007.3_4293	4387199	4387765	+	0.08680919192698346	0.08680919192698346
BA000007.3	BA000007.3_4294	4387921	4388451	+	0.0830938487122797	0.0830938487122797
BA000007.3	BA000007.3_4295	4388512	4389540	-	0.07410957714950453	0.07410957714950453
BA000007.3	BA000007.3_4296	4389589	4391571	-	0.06598985492323681	0.06598985492323681
BA000007.3	BA000007.3_4297	4392254	4393168	+	0.06211065292711122	0.06211065292711122
BA000007.3	BA000007.3_4298	4393188	4394525	+	0.05863796305809945	0.05863796305809945
BA000007.3	BA000007.3_4299	4394538	4395032	+	0.05465574317119852	0.05465574317119852
BA000007.3	BA000007.3_4300	4395032	4395655	+	0.05107915169828197	0.05107915169828197
BA000007.3	BA000007.3_4301	4395740	4396696	+	0.04736222136569828	0.04736222136569828
BA000007.3	BA000007.3_4302	4396693	4397463	+	0.04401989198386358	0.04401989198386358
BA000007.3	BA000007.3_4303	4397515	4398090	-	0.04378180513984541	0.04378180513984541
BA000007.3	BA000007.3_4304	4398226	4398564	-	0.045614000053526435	0.045614000053526435
BA000007.3	BA000007.3_4305	4398668	4399000	-	0.0476964193205058	0.0476964193205058
BA000007.3	BA000007.3_4306	4399255	4399827	+	0.050050808233377056	0.050050808233377056
BA000007.3	BA000007.3_4307	4400626	4401153	+	0.053768868545505895	0.053768868545505895
BA000007.3	BA000007.3_4308	4401154	4401432	-	0.05345618198159993	0.05345618198159993
BA000007.3	BA000007.3_4309	4401492	4402649	+	0.053680905067146734	0.053680905067146734
BA000007.3	BA000007.3_4310	4402674	4405787	+	0.054475294659430934	0.054475294659430934
BA000007.3	BA000007.3_4311	4405724	4406005	-	0.05900856012573469	0.05900856012573469
BA000007.3	BA000007.3_4312	4406150	4406878	-	0.02969885058443632	0.02969885058443632
BA000007.3	BA000007.3_4313	4407246	4408070	-	0.030122643381633916	0.030122643381633916
BA000007.3	BA000007.3_4314	4408441	4409841	-	0.044678683947354504	0.044678683947354504
BA000007.3	BA000007.3_4315	4410052	4411449	-	0.012270085138102045	0.012270085138102045
BA000007.3	BA000007.3_4316	4411854	4413503	+	0.024229168682335066	0.024229168682335066
BA000007.3	BA000007.3_4317	4413554	4414156	-	0.034573776206485544	0.034573776206485544
BA000007.3	BA000007.3_4318	4414604	4415575	+	0.020582259006750706	0.020582259006750706
BA000007.3	BA000007.3_4319	4415624	4416637	+	0.005809692207926923	0.005809692207926923
BA000007.3	BA000007.3_4320	4417049	4418371	+	0.012952067500409356	0.012952067500409356
BA000007.3	BA000007.3_4321	4418553	4420613	-	0.012501323252983402	0.012501323252983402
BA000007.3	BA000007.3_4322	4420683	4421450	-	0.0011352882437376225	0.0011352882437376225
BA000007.3	BA000007.3_4323	4421682	4422611	+	0.00847279338868146	0.00847279338868146
BA000007.3	BA000007.3_4324	4422707	4424203	-	0.0036370949643200166	0.0036370949643200166
BA000007.3	BA000007.3_4325	4424424	4425710	-	0.00455455149158561	0.00455455149158561
BA000007.3	BA000007.3_4326	4425893	4427842	-	0.00008878770440339415	0.00008878770440339415
BA000007.3	BA000007.3_4327	4427963	4430971	-	7.421935772404641e-6	7.421935772404641e-6
BA000007.3	BA000007.3_4328	4430926	4431426	-	0.014577778611128604	0.014577778611128604
BA000007.3	BA000007.3_4329	4431408	4432514	-	0.010579369346454481	0.010579369346454481
BA000007.3	BA000007.3_4330	4432521	4434842	-	0.013803411747588852	0.013803411747588852
BA000007.3	BA000007.3_4331	4434889	4437507	-	0.0023491820784631917	0.0023491820784631917
BA000007.3	BA000007.3_4332	4437504	4438040	-	0.003727002989824772	0.003727002989824772
BA000007.3	BA000007.3_4333	4438059	4438256	-	0.006413255677405792	0.006413255677405792
BA000007.3	BA000007.3_4334	4438268	4438456	-	0.026521870474147512	0.026521870474147512
BA000007.3	BA000007.3_4335	4438741	4440300	+	0.023800355853361196	0.023800355853361196
BA000007.3	BA000007.3_4336	4440297	4440488	+	0.020862084034951392	0.020862084034951392
BA000007.3	BA000007.3_4337	4440485	4442164	+	0.018503971451003177	0.018503971451003177
BA000007.3	BA000007.3_4338	4442251	4442358	-	0.021695116155907596	0.021695116155907596
BA000007.3	BA000007.3_4339	4442834	4444105	+	0.0245595836283525	0.0245595836283525
BA000007.3	BA000007.3_4340	4444135	4445139	-	0.02163000914651109	0.02163000914651109
BA000007.3	BA000007.3_4341	4445136	4446119	-	0.007265590408213145	0.007265590408213145
BA000007.3	BA000007.3_4342	4446130	4447032	-	0.0010867486336623717	0.0010867486336623717
BA000007.3	BA000007.3_4343	4447042	4448061	-	0.007312588279092563	0.007312588279092563
BA000007.3	BA000007.3_4344	4448212	4449819	-	0.004346141511128776	0.004346141511128776
BA000007.3	BA000007.3_4345	4450732	4452423	-	0.004251828463818986	0.004251828463818986
BA000007.3	BA000007.3_4346	4452678	4453208	-	0.027976971687652008	0.027976971687652008
BA000007.3	BA000007.3_4347	4453213	4454268	-	0.025512377307692416	0.025512377307692416
BA000007.3	BA000007.3_4348	4454283	4455740	-	0.022768908126761234	0.022768908126761234
BA000007.3	BA000007.3_4349	4455753	4456856	-	0.0197133031337414	0.0197133031337414
BA000007.3	BA000007.3_4350	4456885	4457571	-	0.021494071160486537	0.021494071160486537
BA000007.3	BA000007.3_4351	4457636	4458160	-	0.024467344756438587	0.024467344756438587
BA000007.3	BA000007.3_4352	4458504	4459706	-	0.029884099511010287	0.029884099511010287
BA000007.3	BA000007.3_4353	4459935	4460633	-	0.016618530312334484	0.016618530312334484
BA000007.3	BA000007.3_4354	4460791	4461354	+	0.00007499065074918686	0.00007499065074918686
BA000007.3	BA000007.3_4355	4461351	4461791	+	0.0026533317649373666	0.0026533317649373666
BA000007.3	BA000007.3_4356	4461760	4464093	-	0.0028849347059529207	0.0028849347059529207
BA000007.3	BA000007.3_4357	4464246	4464905	+	5.913730000752153e-6	5.913730000752153e-6
BA000007.3	BA000007.3_4358	4465009	4465983	+	0.01386306692305687	0.01386306692305687
BA000007.3	BA000007.3_4359	4466033	4466743	-	0.009729945509211694	0.009729945509211694
BA000007.3	BA000007.3_4360	4467177	4467467	+	0.009937754388917152	0.009937754388917152
BA000007.3	BA000007.3_4361	4467748	4467960	+	0.0033011124680205864	0.0033011124680205864
BA000007.3	BA000007.3_4362	4468148	4468360	-	0.008072702679301956	0.008072702679301956
BA000007.3	BA000007.3_4363	4468623	4470692	-	0.000013333057602215413	0.000013333057602215413
BA000007.3	BA000007.3_4364	4470702	4471613	-	0.00007473069801777264	0.00007473069801777264
BA000007.3	BA000007.3_4365	4471708	4472007	-	0.013228771912280498	0.013228771912280498
BA000007.3	BA000007.3_4366	4472182	4473177	+	0.009073734825404899	0.009073734825404899
BA000007.3	BA000007.3_4367	4473219	4473656	-	0.010916070200198528	0.010916070200198528
BA000007.3	BA000007.3_4368	4473702	4474043	-	0.0144389013381179	0.0144389013381179
BA000007.3	BA000007.3_4369	4474212	4475666	-	0.002598238066660678	0.002598238066660678
BA000007.3	BA000007.3_4370	4475738	4477060	-	0.006374175103842492	0.006374175103842492
BA000007.3	BA000007.3_4371	4477426	4478418	+	0.005873532886659558	0.005873532886659558
BA000007.3	BA000007.3_4372	4478496	4480037	+	0.009319524094150823	0.009319524094150823
BA000007.3	BA000007.3_4373	4480015	4481196	+	0.003884583369594144	0.003884583369594144
BA000007.3	BA000007.3_4374	4481274	4482452	+	0.004266324745397461	0.004266324745397461
BA000007.3	BA000007.3_4375	4482560	4483384	-	5.578087702382934e-6	5.578087702382934e-6
BA000007.3	BA000007.3_4376	4483704	4485734	+	0.006401023303584899	0.006401023303584899
BA000007.3	BA000007.3_4377	4485912	4487165	+	0.007106795604107245	0.007106795604107245
BA000007.3	BA000007.3_4378	4487317	4487790	-	5.473365947126639e-7	5.473365947126639e-7
BA000007.3	BA000007.3_4379	4488034	4488849	-	0.009344875764170531	0.009344875764170531
BA000007.3	BA000007.3_4380	4489075	4490475	+	0.022324590420275264	0.022324590420275264
BA000007.3	BA000007.3_4381	4490486	4492456	+	0.016838874263574513	0.016838874263574513
BA000007.3	BA000007.3_4382	4492586	4493326	-	0.01574749773895867	0.01574749773895867
BA000007.3	BA000007.3_4383	4493450	4494424	+	0.010985772806397582	0.010985772806397582
BA000007.3	BA000007.3_4384	4494421	4495557	-	0.014953507627670358	0.014953507627670358
BA000007.3	BA000007.3_4385	4495563	4495886	-	0.01851018077048358	0.01851018077048358
BA000007.3	BA000007.3_4386	4496431	4497969	-	0.009826117965584354	0.009826117965584354
BA000007.3	BA000007.3_4387	4498077	4499372	-	0.000991968402999115	0.000991968402999115
BA000007.3	BA000007.3_4388	4499502	4500653	-	0.0029261588902133647	0.0029261588902133647
BA000007.3	BA000007.3_4389	4500842	4502686	-	0.0030750902804847478	0.0030750902804847478
BA000007.3	BA000007.3_4390	4502683	4504074	-	0.010235380495745478	0.010235380495745478
BA000007.3	BA000007.3_4391	4504172	4504780	-	0.005730883429115025	0.005730883429115025
BA000007.3	BA000007.3_4392	4505009	4509238	+	0.010031987697775755	0.010031987697775755
BA000007.3	BA000007.3_4393	4509250	4509711	+	0.013769976764200189	0.013769976764200189
BA000007.3	BA000007.3_4394	4511315	4512451	-	0.013873317530144326	0.013873317530144326
BA000007.3	BA000007.3_4395	4512454	4512816	-	0.017541630945767234	0.017541630945767234
BA000007.3	BA000007.3_4396	4513353	4515266	+	6.311202777768037e-10	6.311202777768037e-10
BA000007.3	BA000007.3_4397	4515361	4516509	+	0.026503547496277667	0.026503547496277667
BA000007.3	BA000007.3_4398	4516509	4517096	+	0.0282730489469362	0.0282730489469362
BA000007.3	BA000007.3_4399	4517108	4517317	-	0.025841680909490346	0.025841680909490346
BA000007.3	BA000007.3_4400	4517602	4517964	+	0.023134887821529636	0.023134887821529636
BA000007.3	BA000007.3_4401	4518609	4519190	+	0.020335775182060242	0.020335775182060242
