sequence_id	protein_id	start	end	strand	domain	hmm	i_evalue	pvalue	domain_start	domain_end	cluster_probability
BA000007.3	BA000007.3_4663	4802295	4804130	+	PF00271	Pfam	4.1060620546080945e-22	1.4844765201041556e-25	225	332	0.0003911993694325273
BA000007.3	BA000007.3_4663	4802295	4804130	+	PF16124	Pfam	2.0665861223202296e-16	7.471388728561929e-20	345	406	0.0003911993694325273
BA000007.3	BA000007.3_4663	4802295	4804130	+	PF09382	Pfam	1.4788819302982462e-35	5.346644722697926e-39	408	516	0.0003911993694325273
BA000007.3	BA000007.3_4663	4802295	4804130	+	PF00570	Pfam	8.20117014566062e-24	2.9649928220031167e-27	535	601	0.0003911993694325273
BA000007.3	BA000007.3_4666	4805607	4806629	+	PF12146	Pfam	3.4445750407808163e-59	1.2453272020176487e-62	51	312	0.00801281428962271
BA000007.3	BA000007.3_4666	4805607	4806629	+	PF00561	Pfam	3.361444815795e-35	1.21527289074295e-38	56	312	0.00801281428962271
BA000007.3	BA000007.3_4666	4805607	4806629	+	PF12697	Pfam	1.9600567174244017e-8	7.086249882228495e-12	70	277	0.00801281428962271
BA000007.3	BA000007.3_4667	4806637	4807437	+	PF00702	Pfam	1.145510506419455e-7	4.141397347864986e-11	3	226	0.002756576259293665
BA000007.3	BA000007.3_4667	4806637	4807437	+	PF08282	Pfam	2.125917888437217e-62	7.685892582925585e-66	5	260	0.002756576259293665
BA000007.3	BA000007.3_4667	4806637	4807437	+	PF05116	Pfam	8.950884774679583e-9	3.2360393256253013e-12	159	242	0.002756576259293665
BA000007.3	BA000007.3_4668	4807513	4808412	+	PF00892	Pfam	1.5765709647271907e-8	5.699822721356437e-12	3	128	0.005843625821049769
BA000007.3	BA000007.3_4668	4807513	4808412	+	PF00892	Pfam	1.3100197386813193e-12	4.736152345196382e-16	139	274	0.005843625821049769
BA000007.3	BA000007.3_4669	4808300	4809253	-	PF00126	Pfam	5.801379774492446e-17	2.0973896509372546e-20	5	63	0.006359806875758168
BA000007.3	BA000007.3_4669	4808300	4809253	-	PF03466	Pfam	2.815372138079712e-45	1.0178496522341691e-48	86	288	0.006359806875758168
BA000007.3	BA000007.3_4671	4811790	4812605	-	PF01738	Pfam	6.798815033159232e-78	2.45799531206046e-81	42	265	0.0036366035387054283
BA000007.3	BA000007.3_4672	4812867	4813628	+	PF01048	Pfam	4.858037184876599e-41	1.7563402692973966e-44	21	247	0.0035370341096946905
BA000007.3	BA000007.3_4673	4813769	4815196	+	PF02646	Pfam	2.000340968619705e-107	7.231890703614263e-111	136	432	0.000031344735900260214
BA000007.3	BA000007.3_4674	4815291	4816046	+	PF01209	Pfam	2.1218197839333175e-114	7.67107658688835e-118	15	250	0.031520813857914054
BA000007.3	BA000007.3_4674	4815291	4816046	+	PF01135	Pfam	1.451498748130766e-7	5.247645510234151e-11	61	168	0.031520813857914054
BA000007.3	BA000007.3_4674	4815291	4816046	+	PF13489	Pfam	3.667924919799812e-18	1.3260755313809876e-21	62	233	0.031520813857914054
BA000007.3	BA000007.3_4674	4815291	4816046	+	PF13847	Pfam	8.040302095641839e-21	2.906833729443904e-24	64	183	0.031520813857914054
BA000007.3	BA000007.3_4674	4815291	4816046	+	PF13649	Pfam	2.267166465677842e-25	8.196552659717434e-29	67	164	0.031520813857914054
BA000007.3	BA000007.3_4674	4815291	4816046	+	PF08242	Pfam	3.0228789516650924e-14	1.0928701922144223e-17	68	166	0.031520813857914054
BA000007.3	BA000007.3_4674	4815291	4816046	+	PF08241	Pfam	3.047037291422968e-23	1.1016042268340447e-26	68	168	0.031520813857914054
BA000007.3	BA000007.3_4677	4818381	4818650	+	PF02416	Pfam	3.9535448377234743e-16	1.4293365284611259e-19	4	55	0.014239125578765372
BA000007.3	BA000007.3_4679	4819172	4819948	+	PF00902	Pfam	9.950479999967344e-68	3.5974258857437973e-71	12	221	0.008137686496556258
BA000007.3	BA000007.3_4680	4819990	4820772	+	PF01026	Pfam	3.0989181387779415e-71	1.1203608600064864e-74	2	256	0.015783693631128786
BA000007.3	BA000007.3_4684	4823856	4825019	-	PF00108	Pfam	4.5085215387665076e-88	1.6299788643407476e-91	4	254	0.0063341515330843125
BA000007.3	BA000007.3_4684	4823856	4825019	-	PF00109	Pfam	4.256062605414601e-7	1.538706654162907e-10	83	124	0.0063341515330843125
BA000007.3	BA000007.3_4684	4823856	4825019	-	PF02803	Pfam	1.9316238539121677e-50	6.983455726363586e-54	261	386	0.0063341515330843125
BA000007.3	BA000007.3_4685	4825029	4827218	-	PF00378	Pfam	7.901683409074068e-38	2.8567185137650283e-41	14	205	0.010612970628929519
BA000007.3	BA000007.3_4685	4825029	4827218	-	PF16113	Pfam	9.453052438804719e-22	3.4175894572685173e-25	20	202	0.010612970628929519
BA000007.3	BA000007.3_4685	4825029	4827218	-	PF02737	Pfam	5.2965670628505495e-61	1.914883247596005e-64	316	494	0.010612970628929519
BA000007.3	BA000007.3_4685	4825029	4827218	-	PF00725	Pfam	2.9838269974900913e-26	1.0787516259906332e-29	496	592	0.010612970628929519
BA000007.3	BA000007.3_4685	4825029	4827218	-	PF00725	Pfam	4.110906657990447e-7	1.4862280036118752e-10	627	691	0.010612970628929519
BA000007.3	BA000007.3_4686	4827408	4828739	+	PF00557	Pfam	4.4469712310272284e-44	1.607726403119027e-47	168	430	0.009200865574782257
BA000007.3	BA000007.3_4687	4828739	4829353	+	PF01205	Pfam	4.149676667727901e-27	1.500244637645662e-30	18	125	0.00015095148229036175
BA000007.3	BA000007.3_4687	4828739	4829353	+	PF09186	Pfam	4.564925915436096e-15	1.6503709021822475e-18	141	195	0.00015095148229036175
BA000007.3	BA000007.3_4688	4829392	4830843	+	PF02386	Pfam	8.315887325776616e-94	3.0064668567522114e-97	37	477	0.007956607917231356
BA000007.3	BA000007.3_4692	4837494	4838078	-	PF12804	Pfam	3.238099624728096e-33	1.170679546177909e-36	9	159	0.016571035622543934
BA000007.3	BA000007.3_4694	4838494	4839480	+	PF01636	Pfam	1.7464671057255388e-45	6.3140531660359315e-49	32	256	0.018314801464240752
BA000007.3	BA000007.3_4699	4843045	4845831	+	PF02739	Pfam	1.1968423650957875e-56	4.326978904901618e-60	9	170	0.0000358513093365489
BA000007.3	BA000007.3_4699	4843045	4845831	+	PF01367	Pfam	1.469905005133944e-31	5.31419018486603e-35	171	271	0.0000358513093365489
BA000007.3	BA000007.3_4699	4843045	4845831	+	PF01612	Pfam	1.0323710888697572e-46	3.732361131127105e-50	330	517	0.0000358513093365489
BA000007.3	BA000007.3_4699	4843045	4845831	+	PF00476	Pfam	2.0715640585802172e-163	7.489385605857618e-167	551	925	0.0000358513093365489
BA000007.3	BA000007.3_4700	4846213	4846845	-	PF01926	Pfam	9.082339023209136e-21	3.2835643612469762e-24	28	146	0.0007824561203717734
BA000007.3	BA000007.3_4700	4846213	4846845	-	PF02421	Pfam	1.1179894780965961e-6	4.041899776198829e-10	28	192	0.0007824561203717734
BA000007.3	BA000007.3_4702	4848122	4849495	+	PF04055	Pfam	1.2395698762932897e-18	4.481452915015509e-22	57	227	0.000016022673603491294
BA000007.3	BA000007.3_4702	4848122	4849495	+	PF06969	Pfam	3.784480627883052e-8	1.3682142544768806e-11	363	431	0.000016022673603491294
BA000007.3	BA000007.3_4704	4849907	4851316	-	PF00072	Pfam	1.0015190073693777e-31	3.620820706324576e-35	6	115	0.003159229246828338
BA000007.3	BA000007.3_4704	4849907	4851316	-	PF00158	Pfam	3.6226534819993695e-71	1.309708417208738e-74	140	306	0.003159229246828338
BA000007.3	BA000007.3_4704	4849907	4851316	-	PF14532	Pfam	7.655913916320174e-24	2.7678647564425793e-27	141	311	0.003159229246828338
BA000007.3	BA000007.3_4704	4849907	4851316	-	PF07728	Pfam	2.6356470048486742e-8	9.528731037052329e-12	164	284	0.003159229246828338
BA000007.3	BA000007.3_4704	4849907	4851316	-	PF02954	Pfam	5.093877313709707e-16	1.8416042348914342e-19	427	466	0.003159229246828338
BA000007.3	BA000007.3_4705	4851328	4852377	-	PF00989	Pfam	4.8451491375334046e-8	1.7516808161725976e-11	11	99	0.008239180638218657
BA000007.3	BA000007.3_4705	4851328	4852377	-	PF00512	Pfam	3.739471051801903e-14	1.3519418119312736e-17	131	186	0.008239180638218657
BA000007.3	BA000007.3_4705	4851328	4852377	-	PF02518	Pfam	1.810256721833212e-18	6.544673614726002e-22	234	347	0.008239180638218657
BA000007.3	BA000007.3_4706	4852551	4853960	-	PF03951	Pfam	1.2890401087058935e-32	4.660304080643144e-36	14	95	7.906141706722957e-6
BA000007.3	BA000007.3_4706	4852551	4853960	-	PF00120	Pfam	3.600305511229854e-144	1.301628890538631e-147	103	466	7.906141706722957e-6
BA000007.3	BA000007.3_4707	4854333	4856156	+	PF00009	Pfam	4.764325092093616e-59	1.7224602646759275e-62	4	195	0.0042435802251053565
BA000007.3	BA000007.3_4707	4854333	4856156	+	PF01926	Pfam	2.69184255930087e-7	9.731896454450002e-11	8	129	0.0042435802251053565
BA000007.3	BA000007.3_4707	4854333	4856156	+	PF03144	Pfam	1.0588361232151419e-10	3.8280409371480183e-14	219	289	0.0042435802251053565
BA000007.3	BA000007.3_4707	4854333	4856156	+	PF00679	Pfam	1.4703806144226913e-22	5.3159096689179e-26	397	477	0.0042435802251053565
BA000007.3	BA000007.3_4708	4856373	4857083	+	PF00392	Pfam	1.910120082709614e-20	6.905712518834469e-24	8	70	0.009724264707482194
BA000007.3	BA000007.3_4708	4856373	4857083	+	PF07702	Pfam	3.6719839475415514e-22	1.3275430034495847e-25	91	230	0.009724264707482194
BA000007.3	BA000007.3_4709	4857091	4858071	+	PF01261	Pfam	6.254036257240227e-9	2.2610398616197495e-12	64	238	0.0181867092139082
BA000007.3	BA000007.3_4710	4858173	4859438	+	PF07690	Pfam	3.14759618941732e-23	1.1379595767958495e-26	32	365	0.02703952068032602
BA000007.3	BA000007.3_4712	4860288	4861691	-	PF07690	Pfam	2.4008389194132367e-6	8.679822557531585e-10	121	254	0.020030420288358514
BA000007.3	BA000007.3_4712	4860288	4861691	-	PF07690	Pfam	6.903364096440797e-8	2.4957932380480104e-11	241	439	0.020030420288358514
BA000007.3	BA000007.3_4713	4861734	4863119	-	PF07690	Pfam	5.61897450606569e-10	2.0314441453599747e-13	124	388	0.025494978332752508
BA000007.3	BA000007.3_4714	4863165	4865201	-	PF01055	Pfam	6.649153185557892e-75	2.40388763035354e-78	230	666	0.027972751239814964
BA000007.3	BA000007.3_4715	4865309	4866184	-	PF01925	Pfam	7.108669814295664e-33	2.5700180095067475e-36	23	248	0.007577146767454101
BA000007.3	BA000007.3_4716	4866245	4867147	-	PF01263	Pfam	6.749659483341147e-57	2.440223963608513e-60	12	291	0.011240497753307009
BA000007.3	BA000007.3_4717	4867214	4868455	-	PF07221	Pfam	3.5468213793443034e-134	1.2822926172611365e-137	32	387	0.00007841105177975615
BA000007.3	BA000007.3_4719	4869373	4870269	-	PF03807	Pfam	2.925486380762333e-8	1.057659573666787e-11	4	94	0.002437913536232782
BA000007.3	BA000007.3_4720	4870437	4871333	+	PF00294	Pfam	6.796776191629592e-67	2.4572582037706408e-70	2	286	0.008163080308678782
BA000007.3	BA000007.3_4721	4871367	4872152	+	PF08220	Pfam	1.124708869177355e-23	4.066192585601428e-27	11	66	0.0011526208899373142
BA000007.3	BA000007.3_4721	4871367	4872152	+	PF08279	Pfam	3.6298788828466446e-10	1.3123206373270587e-13	15	52	0.0011526208899373142
BA000007.3	BA000007.3_4721	4871367	4872152	+	PF01047	Pfam	1.492481720371621e-7	5.3958124380752745e-11	15	57	0.0011526208899373142
BA000007.3	BA000007.3_4721	4871367	4872152	+	PF00455	Pfam	3.3148772014372826e-50	1.198437166101693e-53	79	237	0.0011526208899373142
BA000007.3	BA000007.3_4722	4872251	4872850	+	PF00702	Pfam	4.2122395793290404e-9	1.5228631884775995e-12	85	178	0.006305341263338052
BA000007.3	BA000007.3_4723	4872844	4873716	+	PF03631	Pfam	4.025577012631658e-58	1.45537852951253e-61	29	274	0.0020549471710666735
BA000007.3	BA000007.3_4724	4873713	4874150	+	PF02580	Pfam	4.411657321436203e-56	1.5949592629921197e-59	3	144	8.567747778616605e-6
BA000007.3	BA000007.3_4725	4874195	4875136	+	PF00583	Pfam	2.6064660830217404e-14	9.42323240427238e-18	28	122	0.005283650327243977
BA000007.3	BA000007.3_4725	4874195	4875136	+	PF13673	Pfam	4.1858030580076413e-13	1.513305516271743e-16	40	127	0.005283650327243977
BA000007.3	BA000007.3_4725	4874195	4875136	+	PF13508	Pfam	3.285017323410845e-9	1.1876418378202621e-12	47	123	0.005283650327243977
BA000007.3	BA000007.3_4728	4878055	4878273	+	PF01402	Pfam	2.362714360193755e-12	8.541989733166143e-16	6	43	0.00022561339632493044
BA000007.3	BA000007.3_4732	4879988	4880623	-	PF01292	Pfam	4.3296237399835846e-23	1.5653014244336893e-26	9	184	0.0024890320258364
BA000007.3	BA000007.3_4733	4880620	4881522	-	PF12838	Pfam	7.395685551117734e-9	2.6737836410403956e-12	38	114	0.0003305801600461761
BA000007.3	BA000007.3_4733	4880620	4881522	-	PF13187	Pfam	1.1296584160827734e-6	4.084086826040396e-10	39	116	0.0003305801600461761
BA000007.3	BA000007.3_4733	4880620	4881522	-	PF13247	Pfam	1.6007558844895498e-25	5.787259163013557e-29	92	188	0.0003305801600461761
BA000007.3	BA000007.3_4733	4880620	4881522	-	PF13237	Pfam	1.1596442223744107e-7	4.1924953809631626e-11	93	144	0.0003305801600461761
BA000007.3	BA000007.3_4733	4880620	4881522	-	PF14697	Pfam	6.440725018077686e-7	2.3285339906282306e-10	95	145	0.0003305801600461761
BA000007.3	BA000007.3_4733	4880620	4881522	-	PF13187	Pfam	2.2405160181022318e-7	8.10020252386924e-11	132	184	0.0003305801600461761
BA000007.3	BA000007.3_4734	4881535	4883949	-	PF00384	Pfam	8.149140314881325e-22	2.9461823264213036e-25	2	378	0.0026525747820093527
BA000007.3	BA000007.3_4734	4881535	4883949	-	PF01568	Pfam	1.0425029064003029e-16	3.768990984816713e-20	682	797	0.0026525747820093527
BA000007.3	BA000007.3_4735	4883998	4884585	-	PF04879	Pfam	6.502542892075974e-20	2.350883185855377e-23	44	103	0.0018903712812821819
BA000007.3	BA000007.3_4735	4883998	4884585	-	PF00384	Pfam	4.4184260693477923e-7	1.5974063880505395e-10	107	155	0.0018903712812821819
BA000007.3	BA000007.3_4736	4884779	4885612	+	PF02634	Pfam	3.652245213992159e-71	1.3204068018771364e-74	38	275	0.000021328253646353846
BA000007.3	BA000007.3_4738	4886870	4888618	-	PF08279	Pfam	2.9879220549798605e-10	1.0802321239985035e-13	5	60	4.084575890382376e-6
BA000007.3	BA000007.3_4738	4886870	4888618	-	PF00359	Pfam	1.1208140402600081e-12	4.052111497686219e-16	455	559	4.084575890382376e-6
BA000007.3	BA000007.3_4739	4888618	4889688	-	PF05343	Pfam	1.332682905655946e-100	4.8180871498768835e-104	43	333	0.00007411834922466156
BA000007.3	BA000007.3_4740	4889678	4891117	-	PF02302	Pfam	1.1916028618456196e-18	4.3080363768822115e-22	9	101	2.837678859311649e-8
BA000007.3	BA000007.3_4740	4889678	4891117	-	PF02378	Pfam	2.429910029057263e-28	8.78492418314267e-32	134	402	2.837678859311649e-8
BA000007.3	BA000007.3_4741	4891128	4891574	-	PF00359	Pfam	3.645145435950336e-32	1.3178399985359132e-35	4	144	0.00003843547155647226
BA000007.3	BA000007.3_4743	4893487	4893801	-	PF05336	Pfam	9.847786565081944e-30	3.5602988304706953e-33	3	103	0.0001000443212054128
BA000007.3	BA000007.3_4746	4896066	4897535	-	PF00370	Pfam	3.291898514172644e-29	1.1901296146683457e-32	7	242	0.00198645876261436
BA000007.3	BA000007.3_4746	4896066	4897535	-	PF02782	Pfam	1.7085228047739825e-26	6.1768720346130965e-30	253	439	0.00198645876261436
BA000007.3	BA000007.3_4747	4897823	4898659	+	PF02311	Pfam	1.4758781933908416e-24	5.335785225563418e-28	16	154	0.0030362049501739268
BA000007.3	BA000007.3_4747	4897823	4898659	+	PF00165	Pfam	4.5437496233230095e-10	1.6427149758940743e-13	180	221	0.0030362049501739268
BA000007.3	BA000007.3_4747	4897823	4898659	+	PF12833	Pfam	9.018396113720098e-26	3.2604468957773315e-29	194	271	0.0030362049501739268
BA000007.3	BA000007.3_4747	4897823	4898659	+	PF00165	Pfam	3.2938207675296182e-12	1.1908245724980543e-15	232	271	0.0030362049501739268
BA000007.3	BA000007.3_4748	4898643	4899581	+	PF02311	Pfam	1.87305430820202e-23	6.77170754953731e-27	52	170	0.0035104183248561584
BA000007.3	BA000007.3_4748	4898643	4899581	+	PF07883	Pfam	5.749064135109417e-7	2.0784758261422332e-10	57	109	0.0035104183248561584
BA000007.3	BA000007.3_4748	4898643	4899581	+	PF00165	Pfam	1.6639238092727695e-8	6.015631993032428e-12	215	256	0.0035104183248561584
BA000007.3	BA000007.3_4748	4898643	4899581	+	PF12833	Pfam	8.856053805743254e-23	3.2017548104639386e-26	229	305	0.0035104183248561584
BA000007.3	BA000007.3_4748	4898643	4899581	+	PF00165	Pfam	9.649241360733124e-13	3.488518207061867e-16	267	306	0.0035104183248561584
BA000007.3	BA000007.3_4751	4900897	4901517	+	PF00081	Pfam	2.0253833745265364e-35	7.32242723979225e-39	2	89	0.0011186885786469679
BA000007.3	BA000007.3_4751	4900897	4901517	+	PF02777	Pfam	2.7968261217006783e-41	1.0111446571585966e-44	96	201	0.0011186885786469679
BA000007.3	BA000007.3_4753	4902909	4903583	+	PF03473	Pfam	3.8568804693959487e-25	1.3943891791019337e-28	47	159	0.004111694057202077
BA000007.3	BA000007.3_4754	4903689	4905062	-	PF00672	Pfam	7.38515687125901e-11	2.6699771768832285e-14	181	234	0.005905113937614445
BA000007.3	BA000007.3_4754	4903689	4905062	-	PF00512	Pfam	7.82438983934524e-15	2.8287743453887346e-18	238	298	0.005905113937614445
BA000007.3	BA000007.3_4754	4903689	4905062	-	PF02518	Pfam	2.3606176810464304e-21	8.534409548251737e-25	346	454	0.005905113937614445
BA000007.3	BA000007.3_4755	4905059	4905757	-	PF00072	Pfam	7.53623937671898e-30	2.7245984731449678e-33	4	112	0.008843868146694238
BA000007.3	BA000007.3_4755	4905059	4905757	-	PF00486	Pfam	1.8720794750826685e-22	6.768183207095692e-26	152	228	0.008843868146694238
BA000007.3	BA000007.3_4757	4906556	4907458	+	PF01545	Pfam	1.7451574760122206e-45	6.30931842376074e-49	14	206	0.000015933572388052898
BA000007.3	BA000007.3_4757	4906556	4907458	+	PF16916	Pfam	9.22505004738881e-27	3.335159091608391e-30	210	287	0.000015933572388052898
BA000007.3	BA000007.3_4759	4907639	4908601	+	PF00365	Pfam	4.082628256552711e-107	1.4760044311470393e-110	4	276	0.00398264693218552
BA000007.3	BA000007.3_4760	4908920	4909909	+	PF01547	Pfam	1.1901034928447818e-19	4.30261566465937e-23	32	272	0.005040635097380624
BA000007.3	BA000007.3_4760	4908920	4909909	+	PF13531	Pfam	2.5336218079428467e-43	9.159876384464377e-47	34	280	0.005040635097380624
BA000007.3	BA000007.3_4760	4908920	4909909	+	PF13416	Pfam	7.175029366382861e-9	2.5940091707819456e-12	108	278	0.005040635097380624
BA000007.3	BA000007.3_4760	4908920	4909909	+	PF13343	Pfam	1.9527903240277113e-10	7.05997947949281e-14	114	297	0.005040635097380624
BA000007.3	BA000007.3_4762	4910826	4911593	-	PF00121	Pfam	2.201222732933457e-96	7.95814437069218e-100	4	248	0.003074013782817956
BA000007.3	BA000007.3_4764	4912401	4912841	+	PF05656	Pfam	1.085334659388328e-22	3.923841863298366e-26	8	132	0.000029110814256957705
BA000007.3	BA000007.3_4766	4913379	4913807	+	PF00582	Pfam	4.7319950943617196e-20	1.7107719068552854e-23	3	137	0.005088144078940877
BA000007.3	BA000007.3_4768	4914655	4915665	-	PF03320	Pfam	5.9139537168946744e-133	2.1380888347413863e-136	3	322	0.000057389125650538526
BA000007.3	BA000007.3_4769	4915895	4917403	-	PF00370	Pfam	7.141822521903987e-98	2.5820038040144567e-101	6	253	0.0019792721929764103
BA000007.3	BA000007.3_4769	4915895	4917403	-	PF02782	Pfam	4.5897605420917535e-56	1.6593494367649144e-59	262	451	0.0019792721929764103
BA000007.3	BA000007.3_4770	4917426	4918271	-	PF00230	Pfam	2.9293622246454047e-78	1.0590608187438194e-81	2	251	0.009711402519312073
BA000007.3	BA000007.3_4774	4920464	4920949	-	PF03737	Pfam	1.4780404310414746e-36	5.3436024260357e-40	5	152	0.01623466315019721
BA000007.3	BA000007.3_4775	4921042	4921968	-	PF01040	Pfam	6.473764906807432e-37	2.34047899739965e-40	26	275	0.01960553061863639
BA000007.3	BA000007.3_4776	4922035	4923366	-	PF07724	Pfam	3.103266910594529e-7	1.1219330840905745e-10	52	113	0.0002115363411350937
BA000007.3	BA000007.3_4776	4922035	4923366	-	PF07728	Pfam	5.855842283940654e-7	2.1170796398917763e-10	52	147	0.0002115363411350937
BA000007.3	BA000007.3_4776	4922035	4923366	-	PF00004	Pfam	1.0947016391636904e-7	3.957706576875236e-11	53	106	0.0002115363411350937
BA000007.3	BA000007.3_4776	4922035	4923366	-	PF07724	Pfam	1.8953009392323185e-43	6.852136439740848e-47	188	329	0.0002115363411350937
BA000007.3	BA000007.3_4776	4922035	4923366	-	PF00004	Pfam	3.8251390551942663e-7	1.3829136135915642e-10	226	332	0.0002115363411350937
BA000007.3	BA000007.3_4778	4923999	4924853	-	PF05036	Pfam	1.8452981186632935e-17	6.671359792708942e-21	211	278	0.0014738213975384188
BA000007.3	BA000007.3_4779	4925050	4926075	-	PF00356	Pfam	1.7531374611022665e-20	6.338168695235959e-24	11	56	0.002510301456082219
BA000007.3	BA000007.3_4779	4925050	4926075	-	PF00532	Pfam	5.70698762654225e-37	2.0632637839993675e-40	68	315	0.002510301456082219
BA000007.3	BA000007.3_4779	4925050	4926075	-	PF13407	Pfam	2.5233031570569997e-13	9.122571066728126e-17	70	318	0.002510301456082219
BA000007.3	BA000007.3_4779	4925050	4926075	-	PF13377	Pfam	5.979286538913222e-45	2.1617087993178676e-48	176	337	0.002510301456082219
BA000007.3	BA000007.3_4780	4926231	4928429	-	PF17764	Pfam	7.084489116016174e-32	2.561275891545978e-35	6	101	0.00002588326157917916
BA000007.3	BA000007.3_4780	4926231	4928429	-	PF04851	Pfam	1.4613209743524588e-12	5.283156089488282e-16	198	359	0.00002588326157917916
BA000007.3	BA000007.3_4780	4926231	4928429	-	PF00270	Pfam	1.0711034919426423e-16	3.872391511000153e-20	203	362	0.00002588326157917916
BA000007.3	BA000007.3_4780	4926231	4928429	-	PF18319	Pfam	9.255303598129645e-9	3.3460967455277097e-12	445	471	0.00002588326157917916
BA000007.3	BA000007.3_4780	4926231	4928429	-	PF00271	Pfam	2.4683839781571806e-6	8.924020166873393e-10	522	589	0.00002588326157917916
BA000007.3	BA000007.3_4780	4926231	4928429	-	PF18074	Pfam	3.772240274922335e-17	1.3637889641801644e-20	632	729	0.00002588326157917916
BA000007.3	BA000007.3_4781	4928632	4928844	+	PF01197	Pfam	1.6008241369403097e-31	5.787505918077765e-35	1	65	0.000022625204856133685
BA000007.3	BA000007.3_4782	4929004	4933188	+	PF20148	Pfam	1.9003567730861856e-18	6.870414942466325e-22	46	123	0.05377360925173918
BA000007.3	BA000007.3_4785	4934002	4934274	-	PF12759	Pfam	2.0517799000099902e-29	7.417859363738214e-33	42	87	0.10791505377640512
BA000007.3	BA000007.3_4788	4935681	4936841	+	PF01053	Pfam	5.8944536825756175e-142	2.131038930793788e-145	7	380	0.03979637528557536
BA000007.3	BA000007.3_4788	4935681	4936841	+	PF00155	Pfam	8.196589571020295e-8	2.9633367935720516e-11	57	178	0.03979637528557536
BA000007.3	BA000007.3_4789	4936844	4939276	+	PF00696	Pfam	2.919027677435834e-44	1.0553245399261873e-47	12	284	0.0007661702041002906
BA000007.3	BA000007.3_4789	4936844	4939276	+	PF03447	Pfam	1.4109332227492147e-27	5.100987790127313e-31	465	600	0.0007661702041002906
BA000007.3	BA000007.3_4789	4936844	4939276	+	PF00742	Pfam	9.034317854081856e-46	3.2662031287353058e-49	608	803	0.0007661702041002906
BA000007.3	BA000007.3_4791	4940844	4943024	+	PF00141	Pfam	1.745428418956477e-48	6.310297971643084e-52	78	396	0.00013330080119994343
BA000007.3	BA000007.3_4791	4940844	4943024	+	PF00141	Pfam	1.749266645264711e-35	6.324174422504379e-39	403	700	0.00013330080119994343
BA000007.3	BA000007.3_4792	4943118	4944023	+	PF00892	Pfam	4.0054160774872615e-23	1.4480896881732688e-26	13	141	0.006417866134863147
BA000007.3	BA000007.3_4792	4943118	4944023	+	PF00892	Pfam	1.1235443141350483e-26	4.061982335990775e-30	152	289	0.006417866134863147
BA000007.3	BA000007.3_4794	4944941	4946044	-	PF13685	Pfam	7.376879511256162e-30	2.6669846389212443e-33	14	276	0.00446576231019702
BA000007.3	BA000007.3_4795	4946055	4946717	-	PF00923	Pfam	2.944699791135729e-48	1.0646058536282463e-51	3	206	0.0043810957256217335
BA000007.3	BA000007.3_4796	4946729	4949230	-	PF00381	Pfam	6.186193499238155e-13	2.236512472609601e-16	7	84	1.9068692567689352e-6
BA000007.3	BA000007.3_4796	4946729	4949230	-	PF05524	Pfam	1.2134533493745299e-11	4.3870330779990236e-15	144	237	1.9068692567689352e-6
BA000007.3	BA000007.3_4796	4946729	4949230	-	PF02896	Pfam	3.806915485919728e-115	1.376325193752613e-118	363	653	1.9068692567689352e-6
BA000007.3	BA000007.3_4796	4946729	4949230	-	PF00359	Pfam	2.4947809179741586e-31	9.019453788771362e-35	689	829	1.9068692567689352e-6
BA000007.3	BA000007.3_4799	4950633	4950953	+	PF02302	Pfam	3.0614631433067825e-22	1.1068196468932692e-25	6	95	0.000024569927948716146
BA000007.3	BA000007.3_4800	4951004	4953301	+	PF02901	Pfam	4.706430341470597e-202	1.701529407617714e-205	1	626	8.11281742725909e-6
BA000007.3	BA000007.3_4800	4951004	4953301	+	PF01228	Pfam	5.118434460766959e-28	1.8504824514703394e-31	646	747	8.11281742725909e-6
BA000007.3	BA000007.3_4801	4953267	4954145	+	PF13353	Pfam	5.137192187898354e-12	1.8572639869480674e-15	34	145	0.015490399836456633
BA000007.3	BA000007.3_4801	4953267	4954145	+	PF04055	Pfam	1.9875336180849628e-22	7.185587917877667e-26	41	222	0.015490399836456633
BA000007.3	BA000007.3_4802	4954147	4954488	+	PF02302	Pfam	1.2864372573580475e-13	4.650893916695761e-17	6	95	0.00003623587158097611
BA000007.3	BA000007.3_4803	4954475	4955326	-	PF12833	Pfam	5.641699369935339e-22	2.0396599312853722e-25	192	270	0.0026992281271070616
BA000007.3	BA000007.3_4803	4954475	4955326	-	PF00165	Pfam	1.7263543688309816e-12	6.241339005173469e-16	234	269	0.0026992281271070616
BA000007.3	BA000007.3_4804	4955541	4957274	-	PF00884	Pfam	1.1202369836604331e-46	4.050025248230055e-50	238	529	0.0010055436766528499
BA000007.3	BA000007.3_4805	4957457	4960108	-	PF00311	Pfam	0.0	0.0	8	883	0.000029663329112025376
BA000007.3	BA000007.3_4806	4960460	4961611	-	PF01546	Pfam	3.403161848021962e-34	1.2303549703622422e-37	76	377	0.002332365663918034
BA000007.3	BA000007.3_4806	4960460	4961611	-	PF07687	Pfam	1.0552642863625422e-25	3.8151275718096243e-29	178	288	0.002332365663918034
BA000007.3	BA000007.3_4807	4961765	4962769	+	PF01118	Pfam	2.3032655174608437e-32	8.327062608318307e-36	5	145	0.0024750077503295424
BA000007.3	BA000007.3_4807	4961765	4962769	+	PF02774	Pfam	1.5007651572809744e-20	5.425759787711404e-24	163	311	0.0024750077503295424
